maxbinout.016_sub___opera_contig_5298	1338579	1338692	1	3	0	1	0	119
groopm_bin_36___opera_contig_5368	372202	372340	2	4	0	1	0	118
groopm_bin_36___opera_contig_5368	670918	671018	2	4	0	1	0	79
groopm_bin_36___opera_contig_5376	940060	940155	1	1	0	1	0	22
groopm_bin_36___opera_contig_5369	139075	139275	1	1	0	1	0	73
solidbin_5229_sub___opera_contig_5267	221098	221248	2	4	0	2	0	86
solidbin_5229_sub___opera_contig_5267	661407	661433	1	3	0	2	0	87
solidbin_5229_sub___opera_contig_5268	428276	428426	2	2	0	3	0	123
groopm_bin_30___opera_contig_10	239510	239554	1	3	0	1	0	28
groopm_bin_30___opera_contig_5324	117338	117416	1	1	0	1	0	71
groopm_bin_30___opera_contig_18	38624	38678	0	0	0	3	0	120
groopm_bin_34___opera_contig_5374	34822	34972	1	1	0	10	0	111
solidbin_5229_sub___opera_contig_5253	59551	59696	1	1	0	3	0	124
maxbinout.017___opera_contig_5354	7960	8083	1	1	0	3	0	115
unbinned___opera_contig_629	3304	3326	0	0	0	21	0	56
maxbinout.008_sub___opera_contig_1026	784	931	2	2	0	94	0	125
maxbinout.008_sub___opera_contig_1026	1303	1347	2	2	0	1	0	21
maxbinout.008_sub___opera_contig_1026	1303	1358	2	2	0	1	0	73
maxbinout.008_sub___opera_contig_1026	1514	1619	2	2	0	1	0	40
maxbinout.008_sub___opera_contig_1026	2123	5367	2	2	0	1	0	42
maxbinout.008_sub___opera_contig_1026	2497	2524	1	1	0	11	1	117
maxbinout.008_sub___opera_contig_1026	2886	3127	1	1	0	12	0	32
maxbinout.008_sub___opera_contig_1026	4499	5727	2	2	0	1	0	74
maxbinout.008_sub___opera_contig_1026	5295	5625	2	2	0	2	0	101
maxbinout.008_sub___opera_contig_1026	5302	5631	2	4	0	352	27	119
unbinned___opera_contig_809	10111	10145	0	0	0	4	0	41
solidbin_4270_sub___opera_contig_1016	583	688	1	1	0	1	0	27
unbinned___opera_contig_1572	2310	2446	2	4	0	1	0	66
groopm_bin_50___opera_contig_1824	3839	3927	1	1	0	1	0	45
unbinned___opera_contig_2124	2171	2321	1	1	0	30	0	124
unbinned___opera_contig_3416	63	94	2	4	0	2	0	55
unbinned___opera_contig_3416	138	163	2	2	0	1	0	71
unbinned___opera_contig_3416	205	307	2	2	0	1	0	87
unbinned___opera_contig_3416	205	465	2	2	0	3	0	84
unbinned___opera_contig_3416	213	787	2	4	0	1	0	60
unbinned___opera_contig_3416	218	967	2	2	0	1	0	26
unbinned___opera_contig_3416	264	1083	2	4	0	1	0	27
unbinned___opera_contig_3416	314	337	0	0	0	6	0	54
unbinned___opera_contig_3416	325	357	2	2	0	1	0	37
unbinned___opera_contig_3416	328	363	2	2	0	0	1	28
unbinned___opera_contig_3416	335	357	2	2	0	1	0	21
unbinned___opera_contig_3416	335	794	2	2	0	5	0	13
unbinned___opera_contig_3416	358	603	2	2	0	1	0	100
unbinned___opera_contig_3416	427	1007	1	1	0	1	0	28
unbinned___opera_contig_3416	427	1062	1	1	0	1	0	28
unbinned___opera_contig_3416	444	1002	2	2	0	1	0	45
unbinned___opera_contig_3416	550	741	2	2	0	1	0	47
unbinned___opera_contig_3416	635	721	1	1	0	2	0	107
unbinned___opera_contig_3416	671	832	1	1	0	1	0	95
unbinned___opera_contig_3416	771	804	2	2	0	1	0	80
unbinned___opera_contig_3416	944	967	2	2	0	2	0	120
unbinned___opera_contig_3553	60	773	2	2	0	1	0	36
unbinned___opera_contig_3553	68	1138	2	2	0	1	0	63
unbinned___opera_contig_3553	76	1235	2	2	0	1	0	23
unbinned___opera_contig_3553	93	228	0	0	0	7	0	88
unbinned___opera_contig_3553	117	1290	2	2	0	1	0	76
unbinned___opera_contig_3553	152	239	2	2	0	1	0	120
unbinned___opera_contig_3553	172	404	2	2	0	1	0	97
unbinned___opera_contig_3553	187	1173	2	2	0	1	0	111
unbinned___opera_contig_3553	214	685	1	1	0	1	0	83
unbinned___opera_contig_3553	228	248	1	1	0	160	0	123
unbinned___opera_contig_3553	231	1015	2	2	0	1	0	13
unbinned___opera_contig_3553	231	1077	2	2	0	1	0	117
unbinned___opera_contig_3553	254	1101	2	2	0	1	0	81
unbinned___opera_contig_3553	291	362	2	2	0	1	0	27
unbinned___opera_contig_3553	306	532	2	2	0	1	0	114
unbinned___opera_contig_3553	362	797	2	2	0	1	0	73
unbinned___opera_contig_3553	396	433	1	1	0	1	0	18
unbinned___opera_contig_3553	520	552	1	1	0	1	0	73
unbinned___opera_contig_3553	524	855	2	2	0	1	0	56
unbinned___opera_contig_3553	541	638	2	2	0	1	0	71
unbinned___opera_contig_3553	564	1082	2	4	0	1	0	89
unbinned___opera_contig_3553	571	1118	2	2	0	1	0	98
