maxbinout.016_sub___opera_contig_5298	33540	33652	1	1	0	1	0	86
maxbinout.016_sub___opera_contig_5298	181784	181830	2	4	0	1	8	117
maxbinout.016_sub___opera_contig_5298	1338579	1338692	1	3	0	2	0	119
groopm_bin_36___opera_contig_5368	268658	304348	2	2	0	1	0	18
groopm_bin_36___opera_contig_5368	372202	372340	2	4	0	2	0	121
groopm_bin_36___opera_contig_5368	954232	954257	2	4	0	1	0	30
solidbin_5229_sub___opera_contig_5266	67354	67504	1	3	0	9	0	92
solidbin_5229_sub___opera_contig_5266	121006	121156	1	1	0	6	0	92
solidbin_5229_sub___opera_contig_5266	255134	255284	1	1	0	27	0	103
solidbin_5229_sub___opera_contig_5266	267131	267175	2	2	0	1	0	58
solidbin_5229_sub___opera_contig_5266	697965	698016	1	1	0	1	0	51
groopm_bin_36___opera_contig_5376	37792	37910	2	2	0	2	0	20
groopm_bin_36___opera_contig_5376	37812	37929	2	4	0	1	0	113
groopm_bin_36___opera_contig_5376	387107	387187	2	2	0	1	0	69
groopm_bin_36___opera_contig_5376	409048	409258	1	1	0	6	0	55
groopm_bin_36___opera_contig_5376	417465	417493	0	0	0	3	0	125
groopm_bin_36___opera_contig_5376	792231	792619	2	2	0	1	0	62
groopm_bin_36___opera_contig_5376	820024	820174	1	3	0	6	1	52
groopm_bin_36___opera_contig_5376	881147	881184	0	0	0	5	0	78
groopm_bin_36___opera_contig_5376	940060	940155	1	1	0	2	0	22
groopm_bin_30___opera_contig_5319	145357	391936	2	2	0	2	2	19
groopm_bin_30___opera_contig_5319	273948	274048	2	2	0	1	0	35
groopm_bin_30___opera_contig_5319	314659	315076	1	1	0	0	1	39
groopm_bin_30___opera_contig_5319	314831	315248	1	1	0	1	0	27
groopm_bin_30___opera_contig_5319	315002	315033	1	3	0	1	0	26
groopm_bin_30___opera_contig_5319	326774	391904	2	4	0	2	0	13
groopm_bin_30___opera_contig_5319	343416	391957	1	1	0	1	0	12
groopm_bin_30___opera_contig_5319	343719	391936	2	2	0	0	2	12
groopm_bin_30___opera_contig_5319	377206	391849	2	2	0	1	0	12
groopm_bin_30___opera_contig_5319	377913	391705	2	2	0	0	1	15
groopm_bin_30___opera_contig_5319	385874	391936	2	2	0	2	0	13
groopm_bin_30___opera_contig_5319	391816	391846	2	2	0	0	1	108
groopm_bin_30___opera_contig_5319	391877	391973	1	1	0	1	0	13
groopm_bin_30___opera_contig_5319	391893	392006	0	0	0	3	0	111
groopm_bin_30___opera_contig_5319	391919	392050	2	2	0	1	0	69
groopm_bin_30___opera_contig_5319	391941	391970	1	1	0	1	0	15
groopm_bin_30___opera_contig_5319	391988	392024	2	4	0	1	0	76
