maxbinout.016_sub___opera_contig_5298	33540	33652	1	1	0	1	0	111
maxbinout.016_sub___opera_contig_5298	181784	181830	2	4	0	4	9	124
maxbinout.016_sub___opera_contig_5298	1338579	1338692	1	3	0	3	1	114
groopm_bin_36___opera_contig_5368	316873	317052	1	1	0	1	0	35
groopm_bin_36___opera_contig_5368	372202	372340	2	4	0	7	0	121
groopm_bin_36___opera_contig_5368	560299	560336	0	0	0	0	3	87
groopm_bin_36___opera_contig_5368	604100	622178	1	1	0	1	0	14
solidbin_5229_sub___opera_contig_5266	67354	67504	1	3	0	6	1	108
solidbin_5229_sub___opera_contig_5266	121006	121156	1	1	0	6	0	89
solidbin_5229_sub___opera_contig_5266	255134	255284	1	1	0	42	0	104
solidbin_5229_sub___opera_contig_5266	346711	360319	1	3	0	1	0	16
solidbin_5229_sub___opera_contig_5266	492765	492794	1	1	0	1	0	51
solidbin_5229_sub___opera_contig_5266	618940	629602	1	1	0	0	1	12
solidbin_5229_sub___opera_contig_5266	907365	909025	2	2	0	1	0	14
solidbin_5229_sub___opera_contig_5266	913310	913525	2	2	0	2	0	80
groopm_bin_36___opera_contig_5376	396062	396316	1	1	0	0	2	82
groopm_bin_36___opera_contig_5376	403891	404041	2	4	0	12	0	115
groopm_bin_36___opera_contig_5376	409048	409258	1	1	0	4	2	55
groopm_bin_36___opera_contig_5376	409165	409258	1	1	0	0	1	25
groopm_bin_36___opera_contig_5376	415257	415352	1	3	0	1	0	31
groopm_bin_36___opera_contig_5376	416111	416206	2	2	0	1	0	107
groopm_bin_36___opera_contig_5376	417465	417493	0	0	0	9	0	122
groopm_bin_36___opera_contig_5376	584161	584226	0	0	0	3	0	75
groopm_bin_36___opera_contig_5376	644185	644388	1	1	0	1	0	47
groopm_bin_36___opera_contig_5376	679221	679253	0	0	0	3	0	92
groopm_bin_36___opera_contig_5376	820024	820174	1	3	0	7	0	117
groopm_bin_36___opera_contig_5376	940060	940155	1	1	0	1	1	22
groopm_bin_30___opera_contig_5319	385874	391936	2	2	0	1	0	14
solidbin_5229_sub___opera_contig_5312	390852	390927	1	3	0	6	0	83
solidbin_5229_sub___opera_contig_5312	390900	390942	1	1	0	0	4	37
solidbin_5229_sub___opera_contig_5312	464612	464762	2	2	0	20	0	112
solidbin_5229_sub___opera_contig_5312	477945	478095	2	2	0	2	0	119
solidbin_5229_sub___opera_contig_5312	605337	609621	2	2	0	0	1	53
solidbin_5229_sub___opera_contig_5312	608160	609621	2	2	0	0	1	53
solidbin_5229_sub___opera_contig_5312	609365	609508	2	2	0	1	0	120
groopm_bin_48___opera_contig_1	30808	30949	1	3	0	0	1	46
groopm_bin_36___opera_contig_5369	139147	139229	1	1	0	1	0	108
groopm_bin_36___opera_contig_5369	222485	222674	2	2	0	1	0	103
groopm_bin_36___opera_contig_5369	391008	391067	1	1	0	1	0	23
groopm_bin_36___opera_contig_5369	425787	425845	0	0	0	3	0	67
groopm_bin_36___opera_contig_5369	496737	496765	2	2	0	1	0	43
groopm_bin_36___opera_contig_5369	497184	497273	1	1	0	1	1	25
groopm_bin_36___opera_contig_5369	497184	497363	1	1	0	4	0	76
groopm_bin_36___opera_contig_5369	497274	497363	1	1	0	1	1	67
groopm_bin_36___opera_contig_5369	589719	626642	1	1	0	1	0	16
solidbin_4270_sub___opera_contig_3	597097	765723	0	0	0	3	0	43
solidbin_4270_sub___opera_contig_3	613818	613862	0	0	0	7	0	119
solidbin_4270_sub___opera_contig_3	726398	726421	1	1	0	1	0	19
solidbin_4270_sub___opera_contig_3	765752	765863	1	3	0	0	1	29
solidbin_4270_sub___opera_contig_3	767046	777136	2	2	0	1	0	13
maxbinout.008_sub___opera_contig_5278	641962	642137	2	4	0	28	2	122
solidbin_5229_sub___opera_contig_5267	54322	54472	2	2	0	1	0	78
solidbin_5229_sub___opera_contig_5267	221098	221248	2	4	0	1	0	86
solidbin_5229_sub___opera_contig_5267	238561	238713	1	1	0	1	0	36
solidbin_5229_sub___opera_contig_5267	426533	426678	1	1	0	1	0	108
solidbin_5229_sub___opera_contig_5267	661407	661433	1	3	0	36	0	122
maxbinout.008_sub___opera_contig_5279	461456	461594	2	4	0	0	1	72
maxbinout.008_sub___opera_contig_5279	461469	461520	0	0	0	27	3	99
solidbin_5229_sub___opera_contig_5268	38181	38331	2	2	0	1	0	68
solidbin_5229_sub___opera_contig_5268	179439	179486	2	2	0	1	0	36
solidbin_5229_sub___opera_contig_5268	298439	298614	1	1	0	1	0	30
solidbin_5229_sub___opera_contig_5268	298700	298740	1	3	0	1	0	33
solidbin_5229_sub___opera_contig_5268	427414	427564	1	1	0	29	0	115
solidbin_5229_sub___opera_contig_5268	428276	428426	2	2	0	54	0	122
groopm_bin_36___opera_contig_5370	62826	62915	2	4	0	1	0	56
groopm_bin_36___opera_contig_5370	200364	200384	2	2	0	1	0	84
groopm_bin_36___opera_contig_5370	271209	271253	0	0	0	3	0	58
groopm_bin_36___opera_contig_5370	271344	271393	0	0	0	5	0	92
groopm_bin_36___opera_contig_5370	490876	523985	1	1	0	1	0	14
groopm_bin_36___opera_contig_5370	538818	572781	1	1	0	0	1	13
groopm_bin_36___opera_contig_5370	556666	562670	2	2	0	1	1	12
groopm_bin_36___opera_contig_5370	565180	565232	1	3	0	3	0	40
maxbinout.010_sub___opera_contig_5257	282949	282984	1	3	0	1	0	23
maxbinout.010_sub___opera_contig_5257	528535	551375	2	2	0	0	2	12
solidbin_5229_sub___opera_contig_5251	423985	424019	2	4	0	1	0	39
groopm_bin_34___opera_contig_7	356402	356552	2	2	0	1	0	59
groopm_bin_36___opera_contig_5377	1943	2828	2	2	0	0	1	12
groopm_bin_36___opera_contig_5377	169340	169441	1	3	0	4	0	72
metabat_bin21_sub___opera_contig_11	140321	140357	2	2	0	1	0	35
maxbinout.010_sub___opera_contig_5339	63274	63330	1	1	0	3	0	48
maxbinout.010_sub___opera_contig_5339	124902	125056	2	2	0	0	1	26
maxbinout.010_sub___opera_contig_5339	178695	178837	1	1	0	1	0	15
solidbin_4270_sub___opera_contig_15	372928	374207	2	2	0	1	0	24
groopm_bin_34___opera_contig_5373	51630	51780	1	1	0	8	0	122
groopm_bin_34___opera_contig_5332	155448	155598	2	2	0	1	0	83
groopm_bin_34___opera_contig_5332	185825	185975	1	3	0	4	0	88
groopm_bin_34___opera_contig_5332	402864	402898	0	0	0	3	0	51
groopm_bin_34___opera_contig_5299	356524	356667	1	1	0	2	0	81
groopm_bin_30___opera_contig_18	38624	38678	0	0	0	3	0	76
maxbinout.010_sub___opera_contig_5340	289479	289576	2	2	0	2	0	76
groopm_bin_34___opera_contig_5374	34822	34972	1	1	0	140	0	113
groopm_bin_34___opera_contig_5374	295192	295329	1	1	0	6	0	68
solidbin_4270_sub___opera_contig_5384	284107	284197	2	4	0	3	0	123
solidbin_4270_sub___opera_contig_5384	314794	314850	2	2	0	5	0	92
maxbinout.010_sub___opera_contig_5342	160135	160155	2	2	0	1	0	26
groopm_bin_34___opera_contig_5301	94473	94599	2	4	0	5	0	97
solidbin_5229_sub___opera_contig_5252	79809	89572	2	2	0	0	1	13
solidbin_4270_sub___opera_contig_5276	163526	164715	2	2	0	1	0	26
solidbin_4270_sub___opera_contig_5276	272549	272617	1	1	0	1	0	40
maxbinout.010_sub___opera_contig_5343	125671	125697	0	0	0	11	2	91
maxbinout.010_sub___opera_contig_5379	186546	186596	1	1	0	2	0	39
maxbinout.010_sub___opera_contig_5344	91801	91857	1	1	0	2	0	28
groopm_bin_36___opera_contig_5270	34877	37719	1	1	0	0	1	12
groopm_bin_36___opera_contig_5270	84810	84847	0	0	0	4	3	91
groopm_bin_36___opera_contig_5270	87577	87636	2	2	0	1	0	87
maxbinout.016_sub___opera_contig_5316	61051	61201	2	2	0	1	0	81
maxbinout.010_sub___opera_contig_5345	269752	269818	1	3	0	1	0	73
maxbinout.010_sub___opera_contig_28	115419	115606	2	2	0	1	0	49
solidbin_5229_sub___opera_contig_5269	6682	6747	1	3	0	1	0	64
solidbin_5229_sub___opera_contig_5269	218710	218826	0	0	0	17	0	120
solidbin_5229_sub___opera_contig_5269	220297	220368	1	1	0	11	0	102
solidbin_5229_sub___opera_contig_5269	220701	220736	1	1	0	1	0	49
maxbinout.016_sub___opera_contig_33	20735	20863	2	4	0	1	1	120
groopm_bin_30___opera_contig_5292	259362	259434	2	4	0	3	0	121
unbinned___opera_contig_38	6357	39173	1	1	0	1	0	12
unbinned___opera_contig_38	194568	194718	2	2	0	2	0	67
maxbinout.013_sub___opera_contig_37	38128	38195	2	4	0	1	0	36
maxbinout.013_sub___opera_contig_39	26705	26770	1	3	0	1	0	71
groopm_bin_48___opera_contig_40	129107	129156	1	1	0	1	0	48
maxbinout.017___opera_contig_5346	56759	56909	2	2	0	1	0	97
solidbin_4270_sub___opera_contig_43	171037	171111	2	4	0	3	1	108
maxbinout.013_sub___opera_contig_5321	164413	179112	1	1	0	0	1	17
unbinned___opera_contig_5306	186005	186072	2	2	0	4	1	115
unbinned___opera_contig_76	147575	147695	1	3	0	2	0	87
unbinned___opera_contig_76	150035	150106	1	1	0	2	0	67
maxbinout.016_sub___opera_contig_5307	20312	20358	2	4	0	0	9	102
groopm_bin_34___opera_contig_78	164003	164153	2	2	0	1	0	96
maxbinout.017___opera_contig_73	137237	137360	2	2	0	104	7	125
groopm_bin_36___opera_contig_5271	60608	70097	2	2	0	0	1	16
groopm_bin_34___opera_contig_5309	31652	31726	2	4	0	2	0	114
groopm_bin_34___opera_contig_5309	50901	51051	1	1	0	1	0	113
groopm_bin_34___opera_contig_5309	94435	94563	2	4	0	6	1	121
metabat_bin21_sub___opera_contig_98	90892	90927	1	1	0	1	0	62
maxbinout.010_sub___opera_contig_107	34977	50032	1	1	0	0	1	12
maxbinout.017___opera_contig_5350	108821	108898	2	4	0	6	0	41
maxbinout.010_sub___opera_contig_135	63655	63767	1	1	0	1	0	91
maxbinout.010_sub___opera_contig_135	71523	71587	1	3	0	2	0	122
maxbinout.010_sub___opera_contig_124	82824	82974	2	2	0	1	0	23
maxbinout.010_sub___opera_contig_149	32585	32735	1	3	0	1	0	77
groopm_bin_34___opera_contig_176	2973	3065	1	1	0	10	0	111
groopm_bin_34___opera_contig_176	9166	9316	1	3	0	2	0	78
groopm_bin_34___opera_contig_176	10144	10248	2	2	0	0	1	12
groopm_bin_36___opera_contig_5272	76041	76124	2	2	0	0	1	40
maxbinout.013_sub___opera_contig_5293	5562	5621	2	2	0	1	0	42
solidbin_5229_sub___opera_contig_5253	59551	59696	1	1	0	19	0	118
unbinned___opera_contig_716	25664	25692	2	2	0	1	0	40
maxbinout.013_sub___opera_contig_199	27992	28137	1	1	0	2	0	99
maxbinout.017___opera_contig_5354	7960	8083	1	1	0	99	7	124
unbinned___opera_contig_263	36727	36877	2	2	0	1	0	93
maxbinout.010_sub___opera_contig_327	35355	35490	1	1	0	1	0	59
metabat_bin12___opera_contig_283	24759	24909	1	1	0	1	0	79
unbinned___opera_contig_965	33518	33586	1	1	0	2	0	49
maxbinout.017___opera_contig_5259	21989	22029	0	0	0	6	0	119
maxbinout.013_sub___opera_contig_434	3575	3607	2	2	0	3	0	116
unbinned___opera_contig_629	3304	3326	0	0	0	357	7	61
unbinned___opera_contig_1184	3469	3537	2	4	0	16	3	102
maxbinout.017___opera_contig_658	11635	11739	2	4	0	1	0	77
maxbinout.008_sub___opera_contig_1026	716	864	2	2	0	23	2	123
maxbinout.008_sub___opera_contig_1026	752	900	2	2	0	2	1	119
maxbinout.008_sub___opera_contig_1026	776	922	2	2	0	1	0	98
maxbinout.008_sub___opera_contig_1026	784	931	2	2	0	7159	8	125
maxbinout.008_sub___opera_contig_1026	821	968	1	1	0	0	4	111
maxbinout.008_sub___opera_contig_1026	1507	1626	1	1	0	2	0	88
maxbinout.008_sub___opera_contig_1026	1514	1619	2	2	0	1	0	56
